-;Наименование полное;Метка;Оригинальный номер;Номер производителя;Фирма производитель;Склад / раздел;Количество;Остаток;Резерв;Доступно;опт интернет
False;Хомут ленточный ШРУС универсальный с ухом нержавейка 2 шт. MGF W4 (20-45 мм, 45-120 мм) Mega Fix;;1624204545120;1624204545120;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;5;0;5;92,4
False;Чехлы Nexia 08- жаккард сплошная спинка серые Ростов ДНЖС;;ДНЖС;ДНЖС;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;3532,2
False;Чехлы Rav 4 13- экокожа/алькантара стеганые серая строчка черные Ростов;;TP413EHAHCCCE;TP413EHAHCCCE;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;5240,44
False;Шайба плоская М 10 х 20 х 2 универсальная 10 шт. Этна;;252006629;252006629;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;47,92
False;Шестерня ГРМ ВАЗ 2112 малая коленвала ДААЗ ОАТ;;21100100503000;21100100503000;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;343,54
False;Шланг ПВХ м/бензостойкий D= 10 МБС;;10x14;10x14;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;10;0;10;62,28
False;Шланг ПВХ м/бензостойкий D= 12 МБС;;12x16;12x16;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;10;0;10;75,28
False;Шланг ПВХ м/бензостойкий D= 6 МБС Дзержинск 6X9;;6X9;6X9;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;16;0;16;44,62
False;Шланг ПВХ м/бензостойкий D= 8 МБС;;8x12;8x12;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;8;0;8;55,1
False;Шланг ПВХ м/бензостойкий D=16 МБС;;16X20;16X20;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;3;0;3;123
False;Эпоксидный универсальный клей быстрого отверждения ЭДП 45 гр ООО «НПК «Астат»;;753889;753889;Россия;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;320
False;Масло Роснефть Maximum 10W40 SG/CD п/синт. 4 л;;40814342;40814342;Роснефть;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1394,54
False;Масло трансмиссионное Kinetic MT 75W90 (GL-4) п/синт. 1л. Роснефть 40817932;;40817932;40817932;Роснефть;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;4;0;4;
False;Плоскогубцы 180мм классик шлифованные  РОКОТ;;661-880;661-880;РОКОТ;Склад Новые Баня;0;1;0;1;
False;Плоскогубцы 200мм классик шлифованные  РОКОТ;;661-881;661-881;РОКОТ;Склад Новые Баня;0;1;0;1;
False;Концевик выключатель двери в сборе (3кон-та) Lada Granta/Kalina  РемКом;;11190 3710206 00;RK05036;РемКом;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;436,9
False;Пистон обивки двери ВАЗ 2108-10  Пластик;;21086102053;21086102053;Пластик;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;8;0;8;8,58
False;Пыльник ШРУС ВАЗ 2108 наружный полиуретан Пик;;21082215030;21082215030;ПИК;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;259
False;Подкрылок задний правый ВАЗ 2101-2107  ПетроПласт;;PPL30510111;PPL30510111;ПетроПласт;Склад бу / ЛОКАвто;0;1;0;1;1000
False;Указатель поворотов левый  ВАЗ 2110/2112 Освар;;583371116001;583371116001;ОСВАР;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;813
False;Мост генератора диодный ВАЗ 2101 Орбита БПВ566501;;БПВ566501;БПВ566501;Орбита;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;554,4
False;Мост генератора диодный ВАЗ-2108 н/образца Орбита БПВ566502Г;;БПВ566502Г;БПВ566502Г;Орбита;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;628,2
False;Антифриз Starex Green зеленый G11 1 кг Обнинскоргсинтез;;700615;700615;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;4;0;4;204,6
False;Антифриз Starex Green зеленый G11 3 кг Обнинскоргсинтез;;700653;700653;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;537,4
False;Антифриз Starex Green зеленый G11 5 кг Обнинскоргсинтез;;700616;700616;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;823,4
False;Антифриз Starex Red красный G11 5 кг Обнинскоргсинтез;;700619;700619;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;3;0;3;823,4
False;Антифриз Starex Red красный G11 1 кг Обнинскоргсинтез;;700618;700618;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;4;0;4;204,6
False;Антифриз Starex Red красный G11 3 кг Обнинскоргсинтез;;700654;700654;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;3;0;3;537,4
False;Антифриз ГОСТовский красный G11 1 кг 803510;;;803510;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;255,8
False;Антифриз красный Sintec Luxe G12+ (-40) 1 кг Обнинскоргсинтез;;990550;990550;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;463,4
False;Жидкость тормозная Dot-4 455г Обнинскоргсинтез;;800717;800717;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;
False;Литол 24 Sintec 100 г Обнинскоргсинтез;;631031;631031;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;114,6
False;Масло Волга-Ойл трансмиссионное ТМ5-18 (ТАД-17) 85/90 GL5 1л. Обнинскоргсинтез 800923;;800923;800923;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;376,8
False;Масло трансмиссионное Sintec ТМ-4 75/90 GL-4 1 л Обнинскоргсинтез;;900359;900359;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1187,32
False;Тосол Starex 1кг Обнинскоргсинтез;;700621;700621;Обнинскоргсинтез;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;173
False;Амортизатор передний правый Lada Granta  Никон;;21902905002;21902905002H;НИКОН;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;2250,4
False;Амортизатор передний левый Lada Granta  Никон;;21902905003;21902905003H;НИКОН;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;2250,4
False;Панель передняя (телевизор) Lada  Granta;;21900840105000;36038401050;Начало;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;
False;Резинка крепления глушителя Daewoo Matiz  МоТехС;;20650-50A00;G.231;МоТехС;Склад;0;3;0;3;116,8
False;Резинка крепления глушителя Daewoo Matiz  МоТехС;;20650-50A00;G.231;МоТехС;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;116,8
False;Бензин-галоша 500 мл Можхим C280120;;C280120;C280120;Можхим;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;155,2
False;Растворитель 646 0,5 л Можхим 613t;;613t;613t;Можхим;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;4;0;4;184,12
False;Растворитель 650 0,5 л Можхим;;611t;611t;Можхим;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;4;0;4;198,48
False;Набор колец уплотнительных ДЛЯ КОНДИЦИОНЕРОВ, маслобензостойких резиновых колец , размеры 5.29;;30270;30270;МАЯКАВТО;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;269;0;269;
False;Набор уплотнительных колец D 3-23 мм  МАЯКАВТО;;30279;30279;МАЯКАВТО;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;234;0;234;3,58
False;Лампа 12 В 21 Вт P21/4W BAZ15d2х-контактная с цоколем  Маяк;;0121410;0121410;Маяк;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;9;0;9;
False;Лампа 12 В H1 100 Вт дальнего света галогенная блистер Маяк;;52150Blister;52150Blister;Маяк;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;62,7
False;Лампа 12 В H4 60/55 Вт Original Pro Маяк;;02420;02420;Маяк;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;267,1
False;Хомут с ключом 40-60 мм Маяк;;4060Б;4060Б;Маяк;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;2;0;2;22,54
False;Масло моторное Лукойл Авангард CF-4/SG 10W-40 полусинтетическое 5 л;;19306;19306;Лукойл;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;2239,56
False;Масло трансмиссионное Лукойл ТМ-5 80W90 минеральное 1 л 19550;;19550;19550;Лукойл;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;399,2
False;Масло трансмиссионное минеральное  80W-90 ТМ-4 GL4  1 л  Лукойл;;3523369;3523369;Лукойл;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;709,4
False;Масло трансмиссионное п/с  75W-90 ТМ-4 GL4 1 л  Лукойл;;19531;19531;Лукойл;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;3;0;3;1207,14
False;Накладки внутренних порогов Chevrolet Cruze 13( нерж.сталь к-т 4 шт)  01426215;;01426215;01426215;Ладья;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1180
False;Накладки внутренних порогов Hyundai I30 13( нерж.сталь к-т 4 шт)  0142043;;0142043;0142043;Ладья;Склад Новые Баня / Склад ВСЕ старый НОВЫЕ;0;1;0;1;1248
